"site","Time","Date","Dissolved.Oxygen","TimeStamp"
"NeuseUp1","22:00:00","2018-07-29",0.203333,"After"
"NeuseUp1","22:15:00","2018-07-29",0.25,"After"
"NeuseUp1","22:30:00","2018-07-29",0.22,"After"
"NeuseUp1","22:45:00","2018-07-29",0.193333,"After"
"NeuseUp1","23:00:00","2018-07-29",0.163333,"After"
"NeuseUp1","23:15:00","2018-07-29",0.133333,"After"
"NeuseUp1","23:30:00","2018-07-29",0.126667,"After"
"NeuseUp1","23:45:00","2018-07-29",0.12,"After"
"NeuseUp1","00:00:00","2018-07-30",0.0633333,"After"
"NeuseUp1","00:15:00","2018-07-30",0,"After"
"NeuseUp1","00:30:00","2018-07-30",0.0166667,"After"
"NeuseUp1","00:45:00","2018-07-30",0.03,"After"
"NeuseUp1","01:00:00","2018-07-30",0.06,"After"
"NeuseUp1","01:15:00","2018-07-30",0.09,"After"
"NeuseUp1","01:30:00","2018-07-30",0.12,"After"
"NeuseUp1","01:45:00","2018-07-30",0.11,"After"
