"Date","AvgDO"
2017-11-21,10.416144375
2017-11-22,10.0024280208333
2017-11-23,9.94044833333333
2017-11-24,10.4731246875
2017-11-25,10.6368760416667
2017-11-26,10.3452089583333
2017-11-27,10.5690263541667
2017-11-28,10.879578125
2017-11-29,10.7051723958333
2017-11-30,10.4953477083333
2017-12-01,10.2430864583333
2017-12-02,9.89274510416667
2017-12-03,9.93121270833333
2017-12-04,9.9946528125
2017-12-05,10.2471869791667
2017-12-06,9.7255553125
2017-12-07,9.99069020833333
2017-12-08,10.4216328125
2017-12-09,10.9799677083333
2017-12-10,10.9195833333333
2017-12-11,11.2139229166667
2017-12-12,11.0279135416667
2017-12-13,11.125728125
2017-12-14,11.4463177083333
2017-12-15,11.19520625
2017-12-16,11.3420125
2017-12-17,11.5507989583333
2017-12-18,11.0625041666667
2017-12-19,10.6276052083333
2017-12-20,10.1535741666667
2017-12-21,9.75458479166667
2017-12-22,10.35656
2017-12-23,10.4155177083333
2017-12-24,9.809374375
2017-12-25,10.3278490625
2017-12-26,11.3533364583333
2017-12-27,11.3987854166667
2017-12-28,11.5829541666667
2017-12-29,12.2493729166667
2017-12-30,11.9976677083333
2017-12-31,11.5497604166667
2018-01-01,12.3198604166667
2018-01-02,12.7915322916667
2018-01-03,12.8272239583333
2018-01-04,12.3744802083333
2018-01-05,12.6662135416667
2018-01-06,13.086946875
2018-01-07,13.2758302083333
2018-01-08,13.006803125
2018-01-09,12.0703833333333
2018-01-10,11.7613684210526
2018-01-11,12.23010625
2018-01-12,11.1534697916667
2018-01-13,9.8662834375
2018-01-14,11.3535760416667
2018-01-15,12.7338239583333
2018-01-16,12.8298958333333
2018-01-17,12.4298989583333
2018-01-18,12.9622572916667
2018-01-19,12.9671166666667
2018-01-20,12.6272958333333
2018-01-21,12.2277072916667
2018-01-22,11.86975625
2018-01-23,11.1343072916667
2018-01-24,10.3352755208333
2018-01-25,11.468159375
2018-01-26,11.9517322916667
2018-01-27,11.8104895833333
2018-01-28,10.6997572916667
2018-01-29,10.1544041666667
2018-01-30,10.7546510416667
2018-01-31,11.6908020833333
2018-02-01,11.8314916666667
2018-02-02,11.0980541666667
2018-02-03,12.02760625
2018-02-04,12.1335114583333
2018-02-05,11.2801729166667
2018-02-06,11.7057947916667
2018-02-07,11.304759375
2018-02-08,10.8292375
2018-02-09,11.5476760416667
2018-02-10,11.351425
2018-02-11,10.5630197916667
2018-02-12,9.77416885416667
2018-02-13,10.5632979166667
2018-02-14,11.1964239583333
2018-02-15,10.4536105208333
2018-02-16,9.49663291666667
2018-02-17,9.20246739583333
2018-02-18,10.2366657291667
2018-02-19,10.1176751041667
2018-02-20,10.1317380208333
2018-02-21,9.36753354166667
2018-02-22,9.1262153125
2018-02-23,8.9192015625
2018-02-24,9.14722208333333
2018-02-25,8.28628489583333
2018-02-26,8.0529509375
2018-02-27,8.78760416666667
2018-02-28,9.18739541666667
2018-03-01,8.50552072916667
2018-03-02,7.841458125
2018-03-03,NA
2018-03-04,9.01802083333333
2018-03-05,NA
2018-03-06,9.54986270833333
2018-03-07,NA
2018-03-08,9.98548854166667
2018-03-09,10.2442315625
2018-03-10,9.7547915625
2018-03-11,9.385725
2018-03-12,9.18875052083333
2018-03-13,11.0988207291667
2018-03-14,10.4518388541667
2018-03-15,10.913021875
2018-03-16,10.57205
2018-03-17,10.5219390625
2018-03-18,10.1335441666667
2018-03-19,10.001525625
2018-03-20,9.39986114583333
2018-03-21,10.0607304166667
2018-03-22,10.66024375
2018-03-23,10.77395625
2018-03-24,10.9958270833333
2018-03-25,11.104928125
2018-03-26,11.0590257291667
2018-03-27,11.5993427083333
2018-03-28,11.66565625
2018-03-29,11.4685072916667
2018-03-30,10.93934375
2018-03-31,10.8493427083333
2018-04-01,10.8528489583333
2018-04-02,10.67285
2018-04-03,10.3560083333333
2018-04-04,10.0428497916667
2018-04-05,9.60989552083333
2018-04-06,9.34614635416667
2018-04-07,8.89986114583333
2018-04-08,NA
2018-04-09,NA
2018-04-10,NA
2018-04-11,9.9020815625
2018-04-12,9.87128354166667
2018-04-13,NA
2018-04-14,8.9459721875
2018-04-15,8.93430552083333
2018-04-16,NA
2018-04-17,NA
2018-04-18,NA
2018-04-19,NA
2018-04-20,NA
2018-04-21,NA
2018-04-22,NA
2018-04-23,NA
2018-04-24,NA
2018-04-25,NA
2018-04-26,NA
2018-04-27,NA
2018-04-28,NA
2018-04-29,NA
2018-04-30,NA
2018-05-01,NA
2018-05-02,NA
2018-05-03,NA
2018-05-04,NA
2018-05-05,NA
2018-05-06,NA
2018-05-07,NA
2018-05-08,NA
2018-05-09,8.46458333333333
2018-05-10,8.07729177083333
2018-05-11,7.98593770833333
2018-05-12,7.91649333333333
2018-05-13,7.90142375
2018-05-14,7.89881885416667
2018-05-15,7.91520791666667
2018-05-16,7.95434114583333
2018-05-17,NA
2018-05-18,7.47454885416667
2018-05-19,7.4215621875
2018-05-20,7.65815958333333
2018-05-21,8.35524291666667
2018-05-22,8.19503458333333
2018-05-23,8.03239635416667
2018-05-24,7.8387153125
2018-05-25,7.56805552083333
2018-05-26,7.23944479166667
2018-05-27,6.8205203125
2018-05-28,6.74204833333333
2018-05-29,6.7021528125
2018-05-30,NA
2018-05-31,NA
2018-06-01,NA
2018-06-02,NA
2018-06-03,NA
2018-06-04,NA
2018-06-05,NA
2018-06-06,NA
2018-06-07,6.3686459375
2018-06-08,6.663333125
2018-06-09,6.59500010416667
2018-06-10,6.58545104166667
2018-06-11,6.2153128125
2018-06-12,6.51045083333333
2018-06-13,6.53916645833333
2018-06-14,6.26013875
2018-06-15,6.13385447916667
2018-06-16,6.46385395833333
2018-06-17,6.603854375
2018-06-18,6.67513885416667
2018-06-19,6.39027770833333
2018-06-20,6.36979145833333
2018-06-21,6.14420145833333
2018-06-22,5.9802775
2018-06-23,5.79118010416667
2018-06-24,NA
2018-06-25,NA
2018-06-26,NA
2018-06-27,NA
2018-06-28,NA
2018-06-29,6.37593833333333
2018-06-30,6.25746520833333
2018-07-01,6.10843802083333
2018-07-02,5.92302052083333
2018-07-03,6.05479135416667
2018-07-04,NA
2018-07-05,NA
2018-07-06,NA
2018-07-07,NA
2018-07-08,NA
2018-07-09,NA
2018-07-10,NA
2018-07-11,6.51406260416667
2018-07-12,6.2378471875
2018-07-13,6.29027739583333
2018-07-14,NA
2018-07-15,NA
2018-07-16,NA
2018-07-17,NA
2018-07-18,NA
2018-07-19,NA
