"Date","Upstream2_MinDO","Location.x","Impoundment1_MinDO","Location.y","Diff","TimeStamp"
2018-03-29,11.1833,"Upstream2",11.2567,"Impoundment1",0.0734000000000012,"After"
2018-03-30,10.76,"Upstream2",10.6633,"Impoundment1",-0.0967000000000002,"After"
2018-03-31,10.5933,"Upstream2",10.5367,"Impoundment1",-0.0565999999999995,"After"
2018-04-01,10.6033,"Upstream2",10.5767,"Impoundment1",-0.0266000000000002,"After"
2018-04-02,10.44,"Upstream2",10.4333,"Impoundment1",-0.00670000000000037,"After"
2018-04-03,10.0433,"Upstream2",10.05,"Impoundment1",0.00670000000000037,"After"
2018-04-04,9.81667,"Upstream2",9.83,"Impoundment1",0.0133299999999998,"After"
2018-04-05,9.39,"Upstream2",9.7,"Impoundment1",0.309999999999999,"After"
2018-04-06,9.03667,"Upstream2",9.30333,"Impoundment1",0.26666,"After"
2018-04-07,8.51333,"Upstream2",8.55667,"Impoundment1",0.0433400000000006,"After"
2018-04-08,7.78333,"Upstream2",8.42,"Impoundment1",0.63667,"After"
2018-04-09,5.83,"Upstream2",9.43,"Impoundment1",3.6,"After"
2018-04-10,7.93,"Upstream2",9.88,"Impoundment1",1.95,"After"
2018-04-11,9.62,"Upstream2",9.77667,"Impoundment1",0.15667,"After"
2018-04-12,9.40333,"Upstream2",9.73,"Impoundment1",0.32667,"After"
2018-04-13,8.58667,"Upstream2",8.34667,"Impoundment1",-0.24,"After"
2018-04-14,8.85,"Upstream2",8.00333,"Impoundment1",-0.84667,"After"
2018-04-15,8.87,"Upstream2",8.91667,"Impoundment1",0.0466700000000007,"After"
2018-04-16,8.84,"Upstream2",8.89333,"Impoundment1",0.0533300000000008,"After"
2018-05-08,8.61333,"Upstream2",8.40333,"Impoundment1",-0.209999999999999,"After"
2018-05-09,8.23,"Upstream2",8.26,"Impoundment1",0.0299999999999994,"After"
2018-05-10,7.90667,"Upstream2",7.72667,"Impoundment1",-0.18,"After"
2018-05-11,7.88,"Upstream2",7.67333,"Impoundment1",-0.20667,"After"
2018-05-12,7.77667,"Upstream2",7.57,"Impoundment1",-0.20667,"After"
2018-05-13,7.74,"Upstream2",7.52667,"Impoundment1",-0.21333,"After"
2018-05-14,7.70333,"Upstream2",7.51667,"Impoundment1",-0.18666,"After"
2018-05-15,7.70667,"Upstream2",7.49,"Impoundment1",-0.21667,"After"
2018-05-16,7.75,"Upstream2",7.64333,"Impoundment1",-0.10667,"After"
2018-05-17,6.65667,"Upstream2",6.53667,"Impoundment1",-0.12,"After"
2018-05-18,7.28667,"Upstream2",7.22667,"Impoundment1",-0.0599999999999996,"After"
2018-05-19,7.21333,"Upstream2",7.22667,"Impoundment1",0.0133400000000004,"After"
2018-05-20,7.38,"Upstream2",7.33667,"Impoundment1",-0.0433300000000001,"After"
2018-05-21,8.25667,"Upstream2",8.17333,"Impoundment1",-0.0833399999999997,"After"
2018-05-22,7.96667,"Upstream2",7.93,"Impoundment1",-0.03667,"After"
2018-05-23,7.91,"Upstream2",7.94,"Impoundment1",0.0300000000000002,"After"
2018-05-24,7.72333,"Upstream2",7.68667,"Impoundment1",-0.0366599999999995,"After"
2018-05-25,6.96667,"Upstream2",6.64667,"Impoundment1",-0.319999999999999,"After"
2018-05-26,6.83333,"Upstream2",6.07667,"Impoundment1",-0.75666,"After"
2018-05-27,6.72333,"Upstream2",6.13667,"Impoundment1",-0.58666,"After"
2018-05-28,6.69,"Upstream2",5.99667,"Impoundment1",-0.69333,"After"
2018-05-29,6.46,"Upstream2",6.15333,"Impoundment1",-0.30667,"After"
2018-05-30,5.88333,"Upstream2",6.29667,"Impoundment1",0.41334,"After"
2018-05-31,7.03,"Upstream2",6.97333,"Impoundment1",-0.0566700000000004,"After"
2018-06-01,6.82,"Upstream2",7.00667,"Impoundment1",0.186669999999999,"After"
2018-06-02,6.65333,"Upstream2",6.88,"Impoundment1",0.226669999999999,"After"
2018-06-03,6.61333,"Upstream2",7.04333,"Impoundment1",0.43,"After"
2018-06-04,6.54,"Upstream2",6.84333,"Impoundment1",0.30333,"After"
2018-06-05,6.37333,"Upstream2",6.82333,"Impoundment1",0.45,"After"
2018-06-06,5.66333,"Upstream2",6.27333,"Impoundment1",0.609999999999999,"After"
2018-06-07,5.86,"Upstream2",6.15,"Impoundment1",0.29,"After"
2018-06-08,6.47,"Upstream2",6.40667,"Impoundment1",-0.0633299999999997,"After"
2018-06-09,6.28333,"Upstream2",6.28333,"Impoundment1",0,"After"
2018-06-10,5.96333,"Upstream2",5.96333,"Impoundment1",0,"After"
2018-06-11,5.87667,"Upstream2",5.69667,"Impoundment1",-0.18,"After"
2018-06-12,6.21,"Upstream2",6.11,"Impoundment1",-0.0999999999999996,"After"
2018-06-13,5.91,"Upstream2",6.71,"Impoundment1",0.8,"After"
2018-06-14,5.73667,"Upstream2",6.38,"Impoundment1",0.64333,"After"
2018-06-15,5.76333,"Upstream2",5.98667,"Impoundment1",0.22334,"After"
2018-06-16,6.11333,"Upstream2",5.89333,"Impoundment1",-0.220000000000001,"After"
2018-06-17,6.13,"Upstream2",4.73,"Impoundment1",-1.4,"After"
2018-06-18,6.28,"Upstream2",4.41667,"Impoundment1",-1.86333,"After"
2018-06-19,6.06333,"Upstream2",4.63,"Impoundment1",-1.43333,"After"
2018-06-20,5.91333,"Upstream2",5.11667,"Impoundment1",-0.79666,"After"
2018-06-21,5.77333,"Upstream2",5.93667,"Impoundment1",0.163340000000001,"After"
2018-06-22,5.69333,"Upstream2",5.37,"Impoundment1",-0.323329999999999,"After"
2018-06-23,5.38333,"Upstream2",5.38,"Impoundment1",-0.00333000000000006,"After"
2018-06-24,5.31667,"Upstream2",4.89667,"Impoundment1",-0.42,"After"
2018-06-25,5.03333,"Upstream2",5.26667,"Impoundment1",0.23334,"After"
2018-06-26,5.27667,"Upstream2",3.77333,"Impoundment1",-1.50334,"After"
2018-06-27,5.12333,"Upstream2",5.36,"Impoundment1",0.23667,"After"
2018-06-28,5.20667,"Upstream2",2.13333,"Impoundment1",-3.07334,"After"
2018-06-29,5.98667,"Upstream2",5.94667,"Impoundment1",-0.04,"After"
