"Date","AvgDO","Site"
2017-11-29,NA,"Upstream1"
2017-11-30,NA,"Upstream1"
2017-12-01,NA,"Upstream1"
2017-12-02,NA,"Upstream1"
2017-12-03,NA,"Upstream1"
2017-12-04,NA,"Upstream1"
2017-12-05,NA,"Upstream1"
2017-12-06,9.38933989583333,"Upstream1"
2017-12-07,9.71184177083333,"Upstream1"
2017-12-08,9.8563215625,"Upstream1"
2017-12-09,11.0483302083333,"Upstream1"
2017-12-10,10.75993125,"Upstream1"
2017-12-11,10.7220822916667,"Upstream1"
2017-12-12,10.4482663541667,"Upstream1"
2017-12-13,10.728821875,"Upstream1"
2017-12-14,10.9854854166667,"Upstream1"
2017-12-15,10.9439572916667,"Upstream1"
2017-12-16,11.13385625,"Upstream1"
2017-12-17,11.228090625,"Upstream1"
2017-12-18,10.9960760416667,"Upstream1"
2017-12-19,10.9777447916667,"Upstream1"
2017-12-20,10.34836875,"Upstream1"
2017-12-21,10.2093066666667,"Upstream1"
2017-12-22,10.7346198958333,"Upstream1"
2017-12-23,10.7010796875,"Upstream1"
2017-12-24,9.99017416666667,"Upstream1"
2017-12-25,10.7453114583333,"Upstream1"
2017-12-26,11.3512177083333,"Upstream1"
2017-12-27,11.3268395833333,"Upstream1"
2017-12-28,11.5305541666667,"Upstream1"
2017-12-29,11.9201760416667,"Upstream1"
2017-12-30,11.59541875,"Upstream1"
2017-12-31,11.50385625,"Upstream1"
2018-01-01,11.995765625,"Upstream1"
2018-01-02,12.3206541666667,"Upstream1"
2018-01-03,12.2713260416667,"Upstream1"
2018-01-04,12.04569375,"Upstream1"
2018-01-05,12.5016322916667,"Upstream1"
2018-01-06,12.78309375,"Upstream1"
2018-01-07,12.8888208333333,"Upstream1"
2018-01-08,12.8031572916667,"Upstream1"
2018-01-09,12.470034375,"Upstream1"
2018-01-10,12.329165625,"Upstream1"
2018-01-11,12.5188875,"Upstream1"
2018-01-12,11.5875708333333,"Upstream1"
2018-01-13,10.7705553125,"Upstream1"
2018-01-14,12.0375333333333,"Upstream1"
2018-01-15,12.71729375,"Upstream1"
2018-01-16,12.66819375,"Upstream1"
2018-01-17,12.2685760416667,"Upstream1"
2018-01-18,12.7566604166667,"Upstream1"
2018-01-19,12.8088583333333,"Upstream1"
2018-01-20,12.54256875,"Upstream1"
2018-01-21,12.34035,"Upstream1"
2018-01-22,12.2157645833333,"Upstream1"
2018-01-23,11.2422916666667,"Upstream1"
2018-01-24,11.154896875,"Upstream1"
2018-01-25,11.5299645833333,"Upstream1"
2018-01-26,11.7979822916667,"Upstream1"
2018-01-27,11.528853125,"Upstream1"
2018-01-28,10.606803125,"Upstream1"
2018-01-29,10.5837875,"Upstream1"
